"length","reads","rel","col"
15,1,0.000639,"#ffffb2"
16,4,0.002556,"#ffffb2"
17,6,0.003835,"#ffffb2"
18,2,0.001278,"#ffffb2"
19,1,0.000639,"#ffffb2"
20,3,0.001917,"#ffffb2"
21,3,0.001917,"#ffffb2"
22,1,0.000639,"#ffffb2"
23,4,0.002556,"#ffffb2"
24,6,0.003835,"#ffffb2"
25,8,0.005113,"#ffffb2"
26,12,0.007669,"#ffffb2"
27,20,0.012782,"#fed976"
28,17,0.010864,"#fed976"
29,27,0.017255,"#fed976"
30,25,0.015977,"#fed976"
31,25,0.015977,"#fed976"
32,39,0.024924,"#fed976"
33,224,0.143155,"#feb24c"
34,1621,1.035955,"#fd8d3c"
35,3126,1.997776,"#fd8d3c"
36,4247,2.714189,"#fd8d3c"
37,5320,3.399926,"#fd8d3c"
38,4105,2.623439,"#fd8d3c"
39,2594,1.657783,"#fd8d3c"
40,1276,0.815471,"#feb24c"
41,99,0.063269,"#fed976"
42,28,0.017894,"#fed976"
43,8,0.005113,"#ffffb2"
44,4,0.002556,"#ffffb2"
45,7,0.004474,"#ffffb2"
46,16,0.010225,"#fed976"
47,37,0.023646,"#fed976"
48,134,0.085637,"#fed976"
49,6985,4.464,"#fd8d3c"
50,11689,7.470251,"#fd8d3c"
51,14520,9.279497,"#fd8d3c"
52,17023,10.879124,"#fc4e2a"
53,11149,7.125145,"#fd8d3c"
54,6236,3.985327,"#fd8d3c"
55,3074,1.964544,"#fd8d3c"
56,490,0.313151,"#feb24c"
57,1582,1.011031,"#fd8d3c"
58,2401,1.53444,"#fd8d3c"
59,2980,1.90447,"#fd8d3c"
60,3168,2.024618,"#fd8d3c"
61,2133,1.363166,"#fd8d3c"
62,1332,0.85126,"#feb24c"
63,592,0.378338,"#feb24c"
64,87,0.0556,"#fed976"
65,7,0.004474,"#ffffb2"
66,5,0.003195,"#ffffb2"
67,3,0.001917,"#ffffb2"
68,3,0.001917,"#ffffb2"
69,2,0.001278,"#ffffb2"
70,3,0.001917,"#ffffb2"
71,3,0.001917,"#ffffb2"
72,9,0.005752,"#ffffb2"
73,23,0.014699,"#fed976"
74,27,0.017255,"#fed976"
75,32,0.020451,"#fed976"
76,53,0.033871,"#fed976"
77,21,0.013421,"#fed976"
78,20,0.012782,"#fed976"
79,10,0.006391,"#ffffb2"
80,2,0.001278,"#ffffb2"
81,4,0.002556,"#ffffb2"
83,1,0.000639,"#ffffb2"
84,3,0.001917,"#ffffb2"
85,1,0.000639,"#ffffb2"
90,2,0.001278,"#ffffb2"
91,2,0.001278,"#ffffb2"
109,1,0.000639,"#ffffb2"
124,1,0.000639,"#ffffb2"
127,2,0.001278,"#ffffb2"
132,1,0.000639,"#ffffb2"
165,1,0.000639,"#ffffb2"
179,1,0.000639,"#ffffb2"
180,1,0.000639,"#ffffb2"
181,1,0.000639,"#ffffb2"
183,1,0.000639,"#ffffb2"
184,4,0.002556,"#ffffb2"
186,3,0.001917,"#ffffb2"
187,10,0.006391,"#ffffb2"
188,47,0.030037,"#fed976"
189,523,0.334241,"#feb24c"
190,1193,0.762427,"#feb24c"
191,5129,3.277861,"#fd8d3c"
192,8335,5.326764,"#fd8d3c"
193,9810,6.269412,"#fd8d3c"
194,10510,6.716771,"#fd8d3c"
195,6764,4.322763,"#fd8d3c"
196,3686,2.355663,"#fd8d3c"
197,1675,1.070465,"#fd8d3c"
198,28,0.017894,"#fed976"
199,1,0.000639,"#ffffb2"
207,1,0.000639,"#ffffb2"
217,1,0.000639,"#ffffb2"
225,1,0.000639,"#ffffb2"
255,2,0.001278,"#ffffb2"
256,2,0.001278,"#ffffb2"
257,2,0.001278,"#ffffb2"
259,1,0.000639,"#ffffb2"
365,1,0.000639,"#ffffb2"
372,1,0.000639,"#ffffb2"
376,1,0.000639,"#ffffb2"
386,1,0.000639,"#ffffb2"
420,1,0.000639,"#ffffb2"
431,1,0.000639,"#ffffb2"
433,2,0.001278,"#ffffb2"
434,1,0.000639,"#ffffb2"
