"length","reads","rel","col"
14,1,0.001032,"#ffffb2"
24,1,0.001032,"#ffffb2"
25,1,0.001032,"#ffffb2"
29,1,0.001032,"#ffffb2"
31,1,0.001032,"#ffffb2"
33,3,0.003097,"#ffffb2"
34,43,0.044394,"#fed976"
35,94,0.097047,"#fed976"
36,130,0.134214,"#feb24c"
37,123,0.126987,"#feb24c"
38,71,0.073302,"#fed976"
39,45,0.046459,"#fed976"
40,11,0.011357,"#fed976"
51,1,0.001032,"#ffffb2"
56,10,0.010324,"#fed976"
57,30,0.030973,"#fed976"
58,24,0.024778,"#fed976"
59,30,0.030973,"#fed976"
60,49,0.050588,"#fed976"
61,33,0.03407,"#fed976"
62,19,0.019616,"#fed976"
63,10,0.010324,"#fed976"
64,2,0.002065,"#ffffb2"
88,1,0.001032,"#ffffb2"
130,1,0.001032,"#ffffb2"
178,1,0.001032,"#ffffb2"
179,1,0.001032,"#ffffb2"
180,1,0.001032,"#ffffb2"
181,2,0.002065,"#ffffb2"
182,4,0.00413,"#ffffb2"
183,2,0.002065,"#ffffb2"
184,4,0.00413,"#ffffb2"
185,3,0.003097,"#ffffb2"
186,9,0.009292,"#ffffb2"
187,8,0.008259,"#ffffb2"
188,29,0.02994,"#fed976"
189,396,0.408837,"#feb24c"
190,1422,1.468098,"#fd8d3c"
191,9368,9.671691,"#fd8d3c"
192,15934,16.450547,"#fc4e2a"
193,19927,20.572992,"#fc4e2a"
194,22200,22.919678,"#fc4e2a"
195,14755,15.233326,"#fc4e2a"
196,8266,8.533967,"#fd8d3c"
197,3734,3.855049,"#fd8d3c"
198,55,0.056783,"#fed976"
203,1,0.001032,"#ffffb2"
209,1,0.001032,"#ffffb2"
211,1,0.001032,"#ffffb2"
237,1,0.001032,"#ffffb2"
