"length","reads","rel","col"
26,1,0.001186,"#ffffb2"
28,1,0.001186,"#ffffb2"
31,1,0.001186,"#ffffb2"
34,7,0.008305,"#ffffb2"
35,8,0.009491,"#ffffb2"
36,15,0.017796,"#fed976"
37,10,0.011864,"#fed976"
38,15,0.017796,"#fed976"
39,13,0.015423,"#fed976"
40,6,0.007118,"#ffffb2"
41,1,0.001186,"#ffffb2"
52,1,0.001186,"#ffffb2"
56,1,0.001186,"#ffffb2"
57,3,0.003559,"#ffffb2"
58,8,0.009491,"#ffffb2"
59,7,0.008305,"#ffffb2"
60,13,0.015423,"#fed976"
61,8,0.009491,"#ffffb2"
62,5,0.005932,"#ffffb2"
63,2,0.002373,"#ffffb2"
64,1,0.001186,"#ffffb2"
66,1,0.001186,"#ffffb2"
67,1,0.001186,"#ffffb2"
94,1,0.001186,"#ffffb2"
138,1,0.001186,"#ffffb2"
181,1,0.001186,"#ffffb2"
182,3,0.003559,"#ffffb2"
183,3,0.003559,"#ffffb2"
184,7,0.008305,"#ffffb2"
185,8,0.009491,"#ffffb2"
186,5,0.005932,"#ffffb2"
187,7,0.008305,"#ffffb2"
188,22,0.0261,"#fed976"
189,394,0.467434,"#feb24c"
190,1116,1.324,"#fd8d3c"
191,8584,10.183889,"#fc4e2a"
192,14086,16.711354,"#fc4e2a"
193,17477,20.734369,"#fc4e2a"
194,19507,23.142722,"#fc4e2a"
195,12660,15.019575,"#fc4e2a"
196,7036,8.347372,"#fd8d3c"
197,3178,3.770317,"#fd8d3c"
198,53,0.062878,"#fed976"
199,7,0.008305,"#ffffb2"
205,1,0.001186,"#ffffb2"
231,1,0.001186,"#ffffb2"
232,1,0.001186,"#ffffb2"
233,1,0.001186,"#ffffb2"
293,1,0.001186,"#ffffb2"
