"length","reads","rel","col"
14,1,0.001013,"#ffffb2"
15,1,0.001013,"#ffffb2"
20,1,0.001013,"#ffffb2"
27,3,0.003038,"#ffffb2"
28,3,0.003038,"#ffffb2"
29,3,0.003038,"#ffffb2"
30,3,0.003038,"#ffffb2"
31,5,0.005063,"#ffffb2"
32,5,0.005063,"#ffffb2"
33,21,0.021265,"#fed976"
34,176,0.178224,"#feb24c"
35,341,0.345309,"#feb24c"
36,487,0.493155,"#feb24c"
37,581,0.588343,"#feb24c"
38,466,0.471889,"#feb24c"
39,273,0.27645,"#feb24c"
40,150,0.151896,"#feb24c"
41,8,0.008101,"#ffffb2"
42,2,0.002025,"#ffffb2"
47,1,0.001013,"#ffffb2"
48,1,0.001013,"#ffffb2"
49,133,0.134681,"#feb24c"
50,248,0.251134,"#feb24c"
51,297,0.300753,"#feb24c"
52,358,0.362524,"#feb24c"
53,216,0.21873,"#feb24c"
54,117,0.118479,"#feb24c"
55,74,0.074935,"#fed976"
56,50,0.050632,"#fed976"
57,115,0.116453,"#feb24c"
58,144,0.14582,"#feb24c"
59,192,0.194426,"#feb24c"
60,261,0.264298,"#feb24c"
61,283,0.286576,"#feb24c"
62,255,0.258223,"#feb24c"
63,244,0.247084,"#feb24c"
64,152,0.153921,"#feb24c"
65,94,0.095188,"#fed976"
66,40,0.040506,"#fed976"
175,1,0.001013,"#ffffb2"
176,1,0.001013,"#ffffb2"
179,1,0.001013,"#ffffb2"
180,2,0.002025,"#ffffb2"
181,1,0.001013,"#ffffb2"
182,3,0.003038,"#ffffb2"
183,11,0.011139,"#fed976"
184,5,0.005063,"#ffffb2"
185,5,0.005063,"#ffffb2"
186,12,0.012152,"#fed976"
187,13,0.013164,"#fed976"
188,94,0.095188,"#fed976"
189,1955,1.979707,"#fd8d3c"
190,5482,5.55128,"#fd8d3c"
191,12467,12.624554,"#fc4e2a"
192,17868,18.093811,"#fc4e2a"
193,18880,19.1186,"#fc4e2a"
194,17655,17.878119,"#fc4e2a"
195,10828,10.964841,"#fc4e2a"
196,5435,5.503686,"#fd8d3c"
197,2172,2.199449,"#fd8d3c"
198,44,0.044556,"#fed976"
199,2,0.002025,"#ffffb2"
233,1,0.001013,"#ffffb2"
234,1,0.001013,"#ffffb2"
251,1,0.001013,"#ffffb2"
254,1,0.001013,"#ffffb2"
255,1,0.001013,"#ffffb2"
258,1,0.001013,"#ffffb2"
359,1,0.001013,"#ffffb2"
385,1,0.001013,"#ffffb2"
465,1,0.001013,"#ffffb2"
473,1,0.001013,"#ffffb2"
