"length","reads","rel","col"
34,2,0.002352,"#ffffb2"
35,3,0.003528,"#ffffb2"
36,5,0.005879,"#ffffb2"
37,7,0.008231,"#ffffb2"
38,5,0.005879,"#ffffb2"
39,3,0.003528,"#ffffb2"
40,4,0.004704,"#ffffb2"
44,1,0.001176,"#ffffb2"
49,3,0.003528,"#ffffb2"
50,8,0.009407,"#ffffb2"
51,13,0.015287,"#fed976"
52,10,0.011759,"#fed976"
53,7,0.008231,"#ffffb2"
54,6,0.007055,"#ffffb2"
55,4,0.004704,"#ffffb2"
56,2,0.002352,"#ffffb2"
57,3,0.003528,"#ffffb2"
59,1,0.001176,"#ffffb2"
60,5,0.005879,"#ffffb2"
61,5,0.005879,"#ffffb2"
115,1,0.001176,"#ffffb2"
174,1,0.001176,"#ffffb2"
175,1,0.001176,"#ffffb2"
180,1,0.001176,"#ffffb2"
181,1,0.001176,"#ffffb2"
182,3,0.003528,"#ffffb2"
183,1,0.001176,"#ffffb2"
184,3,0.003528,"#ffffb2"
185,4,0.004704,"#ffffb2"
186,12,0.014111,"#fed976"
187,8,0.009407,"#ffffb2"
188,48,0.056443,"#fed976"
189,1035,1.217046,"#fd8d3c"
190,3180,3.739329,"#fd8d3c"
191,9820,11.547235,"#fc4e2a"
192,15152,17.817079,"#fc4e2a"
193,17810,20.942593,"#fc4e2a"
194,18059,21.23539,"#fc4e2a"
195,11185,13.152325,"#fc4e2a"
196,5971,7.021237,"#fd8d3c"
197,2590,3.045554,"#fd8d3c"
198,50,0.058794,"#fed976"
199,3,0.003528,"#ffffb2"
200,2,0.002352,"#ffffb2"
202,1,0.001176,"#ffffb2"
220,1,0.001176,"#ffffb2"
230,1,0.001176,"#ffffb2"
237,1,0.001176,"#ffffb2"
