"length","reads","rel","col"
14,2,0.002049,"#ffffb2"
17,3,0.003074,"#ffffb2"
19,1,0.001025,"#ffffb2"
20,1,0.001025,"#ffffb2"
25,1,0.001025,"#ffffb2"
26,3,0.003074,"#ffffb2"
28,1,0.001025,"#ffffb2"
29,2,0.002049,"#ffffb2"
30,4,0.004099,"#ffffb2"
31,4,0.004099,"#ffffb2"
32,3,0.003074,"#ffffb2"
33,30,0.03074,"#fed976"
34,309,0.316618,"#feb24c"
35,509,0.521548,"#feb24c"
36,677,0.69369,"#feb24c"
37,775,0.794106,"#feb24c"
38,487,0.499006,"#feb24c"
39,332,0.340185,"#feb24c"
40,154,0.157797,"#feb24c"
41,4,0.004099,"#ffffb2"
42,3,0.003074,"#ffffb2"
50,2,0.002049,"#ffffb2"
51,2,0.002049,"#ffffb2"
52,5,0.005123,"#ffffb2"
53,89,0.091194,"#fed976"
54,176,0.180339,"#feb24c"
55,214,0.219276,"#feb24c"
56,251,0.257188,"#feb24c"
57,189,0.193659,"#feb24c"
58,169,0.173166,"#feb24c"
59,176,0.180339,"#feb24c"
60,124,0.127057,"#feb24c"
61,129,0.13218,"#feb24c"
62,71,0.07275,"#fed976"
63,43,0.04406,"#fed976"
64,12,0.012296,"#fed976"
65,1,0.001025,"#ffffb2"
127,1,0.001025,"#ffffb2"
136,1,0.001025,"#ffffb2"
171,2,0.002049,"#ffffb2"
172,96,0.098367,"#fed976"
173,175,0.179314,"#feb24c"
174,197,0.201857,"#feb24c"
175,253,0.259237,"#feb24c"
176,153,0.156772,"#feb24c"
177,92,0.094268,"#fed976"
178,55,0.056356,"#fed976"
179,2,0.002049,"#ffffb2"
180,1,0.001025,"#ffffb2"
181,1,0.001025,"#ffffb2"
182,1,0.001025,"#ffffb2"
183,2,0.002049,"#ffffb2"
184,4,0.004099,"#ffffb2"
185,10,0.010247,"#fed976"
186,15,0.01537,"#fed976"
187,25,0.025616,"#fed976"
188,46,0.047134,"#fed976"
189,274,0.280755,"#feb24c"
190,1208,1.237781,"#fd8d3c"
191,9042,9.264914,"#fd8d3c"
192,15566,15.949751,"#fc4e2a"
193,19128,19.599566,"#fc4e2a"
194,21364,21.89069,"#fc4e2a"
195,13773,14.112548,"#fc4e2a"
196,7631,7.819128,"#fd8d3c"
197,3470,3.555546,"#fd8d3c"
198,35,0.035863,"#fed976"
199,3,0.003074,"#ffffb2"
214,1,0.001025,"#ffffb2"
217,1,0.001025,"#ffffb2"
218,1,0.001025,"#ffffb2"
232,1,0.001025,"#ffffb2"
236,1,0.001025,"#ffffb2"
252,1,0.001025,"#ffffb2"
288,1,0.001025,"#ffffb2"
299,1,0.001025,"#ffffb2"
300,1,0.001025,"#ffffb2"
362,1,0.001025,"#ffffb2"
