"length","reads","rel","col"
9,1,0.001148,"#ffffb2"
16,1,0.001148,"#ffffb2"
24,1,0.001148,"#ffffb2"
26,1,0.001148,"#ffffb2"
28,2,0.002296,"#ffffb2"
31,2,0.002296,"#ffffb2"
32,1,0.001148,"#ffffb2"
33,10,0.01148,"#fed976"
34,74,0.084952,"#fed976"
35,141,0.161868,"#feb24c"
36,201,0.230748,"#feb24c"
37,255,0.29274,"#feb24c"
38,191,0.219268,"#feb24c"
39,127,0.145796,"#feb24c"
40,58,0.066584,"#fed976"
41,3,0.003444,"#ffffb2"
42,1,0.001148,"#ffffb2"
45,1,0.001148,"#ffffb2"
48,1,0.001148,"#ffffb2"
49,25,0.0287,"#fed976"
50,50,0.0574,"#fed976"
51,53,0.060844,"#fed976"
52,74,0.084952,"#fed976"
53,40,0.04592,"#fed976"
54,32,0.036736,"#fed976"
55,15,0.01722,"#fed976"
56,4,0.004592,"#ffffb2"
57,11,0.012628,"#fed976"
58,29,0.033292,"#fed976"
59,26,0.029848,"#fed976"
60,32,0.036736,"#fed976"
61,14,0.016072,"#fed976"
62,11,0.012628,"#fed976"
63,3,0.003444,"#ffffb2"
67,1,0.001148,"#ffffb2"
132,1,0.001148,"#ffffb2"
166,1,0.001148,"#ffffb2"
173,1,0.001148,"#ffffb2"
174,2,0.002296,"#ffffb2"
175,3,0.003444,"#ffffb2"
176,2,0.002296,"#ffffb2"
177,1,0.001148,"#ffffb2"
178,2,0.002296,"#ffffb2"
182,3,0.003444,"#ffffb2"
183,2,0.002296,"#ffffb2"
184,4,0.004592,"#ffffb2"
185,3,0.003444,"#ffffb2"
186,6,0.006888,"#ffffb2"
187,16,0.018368,"#fed976"
188,18,0.020664,"#fed976"
189,158,0.181384,"#feb24c"
190,693,0.795564,"#feb24c"
191,8243,9.462966,"#fd8d3c"
192,14010,16.083483,"#fc4e2a"
193,18049,20.720255,"#fc4e2a"
194,20451,23.477752,"#fc4e2a"
195,13398,15.380906,"#fc4e2a"
196,7280,8.357441,"#fd8d3c"
197,3228,3.705745,"#fd8d3c"
198,31,0.035588,"#fed976"
199,4,0.004592,"#ffffb2"
210,1,0.001148,"#ffffb2"
212,2,0.002296,"#ffffb2"
214,1,0.001148,"#ffffb2"
215,1,0.001148,"#ffffb2"
238,1,0.001148,"#ffffb2"
