"length","reads","rel","col"
24,1,0.03125,"#fed976"
25,1,0.03125,"#fed976"
26,2,0.0625,"#fed976"
27,3,0.09375,"#fed976"
28,2,0.0625,"#fed976"
29,1,0.03125,"#fed976"
31,1,0.03125,"#fed976"
32,1,0.03125,"#fed976"
33,5,0.15625,"#feb24c"
34,32,1,"#feb24c"
35,51,1.59375,"#fd8d3c"
36,74,2.3125,"#fd8d3c"
37,94,2.9375,"#fd8d3c"
38,65,2.03125,"#fd8d3c"
39,38,1.1875,"#fd8d3c"
40,23,0.71875,"#feb24c"
42,2,0.0625,"#fed976"
49,20,0.625,"#feb24c"
50,32,1,"#feb24c"
51,48,1.5,"#fd8d3c"
52,47,1.46875,"#fd8d3c"
53,29,0.90625,"#feb24c"
54,14,0.4375,"#feb24c"
55,12,0.375,"#feb24c"
57,9,0.28125,"#feb24c"
58,14,0.4375,"#feb24c"
59,11,0.34375,"#feb24c"
60,19,0.59375,"#feb24c"
61,7,0.21875,"#feb24c"
62,8,0.25,"#feb24c"
63,6,0.1875,"#feb24c"
184,1,0.03125,"#fed976"
186,1,0.03125,"#fed976"
188,1,0.03125,"#fed976"
189,6,0.1875,"#feb24c"
190,18,0.5625,"#feb24c"
191,258,8.0625,"#fd8d3c"
192,456,14.25,"#fc4e2a"
193,508,15.875,"#fc4e2a"
194,588,18.375,"#fc4e2a"
195,376,11.75,"#fc4e2a"
196,221,6.90625,"#fd8d3c"
197,92,2.875,"#fd8d3c"
198,2,0.0625,"#fed976"
