"length","reads","rel","col"
25,1,0.000883,"#ffffb2"
34,7,0.006179,"#ffffb2"
35,13,0.011476,"#fed976"
36,20,0.017655,"#fed976"
37,25,0.022068,"#fed976"
38,18,0.015889,"#fed976"
39,7,0.006179,"#ffffb2"
40,4,0.003531,"#ffffb2"
59,1,0.000883,"#ffffb2"
150,2,0.001765,"#ffffb2"
168,1,0.000883,"#ffffb2"
176,2,0.001765,"#ffffb2"
177,2,0.001765,"#ffffb2"
178,2,0.001765,"#ffffb2"
179,3,0.002648,"#ffffb2"
180,2,0.001765,"#ffffb2"
181,6,0.005296,"#ffffb2"
183,2,0.001765,"#ffffb2"
184,5,0.004414,"#ffffb2"
185,7,0.006179,"#ffffb2"
186,11,0.00971,"#ffffb2"
187,17,0.015007,"#fed976"
188,48,0.042371,"#fed976"
189,590,0.520815,"#feb24c"
190,1980,1.74782,"#fd8d3c"
191,11647,10.28124,"#fc4e2a"
192,19280,17.019173,"#fc4e2a"
193,23218,20.495392,"#fc4e2a"
194,25894,22.857597,"#fc4e2a"
195,16858,14.881184,"#fc4e2a"
196,9275,8.187387,"#fd8d3c"
197,4268,3.767522,"#fd8d3c"
198,51,0.04502,"#fed976"
199,10,0.008827,"#ffffb2"
200,3,0.002648,"#ffffb2"
221,1,0.000883,"#ffffb2"
223,1,0.000883,"#ffffb2"
235,1,0.000883,"#ffffb2"
259,1,0.000883,"#ffffb2"
