"length","reads","rel","col"
22,1,0.001166,"#ffffb2"
25,1,0.001166,"#ffffb2"
26,1,0.001166,"#ffffb2"
27,1,0.001166,"#ffffb2"
28,1,0.001166,"#ffffb2"
32,1,0.001166,"#ffffb2"
33,2,0.002331,"#ffffb2"
34,45,0.052455,"#fed976"
35,87,0.101413,"#feb24c"
36,94,0.109572,"#feb24c"
37,127,0.148039,"#feb24c"
38,83,0.09675,"#fed976"
39,60,0.06994,"#fed976"
40,33,0.038467,"#fed976"
41,1,0.001166,"#ffffb2"
46,1,0.001166,"#ffffb2"
48,1,0.001166,"#ffffb2"
49,28,0.032639,"#fed976"
50,61,0.071106,"#fed976"
51,71,0.082762,"#fed976"
52,70,0.081596,"#fed976"
53,46,0.053621,"#fed976"
54,17,0.019816,"#fed976"
55,13,0.015154,"#fed976"
56,6,0.006994,"#ffffb2"
57,33,0.038467,"#fed976"
58,54,0.062946,"#fed976"
59,81,0.094419,"#fed976"
60,64,0.074603,"#fed976"
61,56,0.065277,"#fed976"
62,41,0.047792,"#fed976"
63,16,0.018651,"#fed976"
64,2,0.002331,"#ffffb2"
73,1,0.001166,"#ffffb2"
86,1,0.001166,"#ffffb2"
87,1,0.001166,"#ffffb2"
88,1,0.001166,"#ffffb2"
90,1,0.001166,"#ffffb2"
93,2,0.002331,"#ffffb2"
94,1,0.001166,"#ffffb2"
100,1,0.001166,"#ffffb2"
117,2,0.002331,"#ffffb2"
134,1,0.001166,"#ffffb2"
149,1,0.001166,"#ffffb2"
155,1,0.001166,"#ffffb2"
170,1,0.001166,"#ffffb2"
171,3,0.003497,"#ffffb2"
172,2,0.002331,"#ffffb2"
174,1,0.001166,"#ffffb2"
175,1,0.001166,"#ffffb2"
177,1,0.001166,"#ffffb2"
179,3,0.003497,"#ffffb2"
180,1,0.001166,"#ffffb2"
181,2,0.002331,"#ffffb2"
182,2,0.002331,"#ffffb2"
183,3,0.003497,"#ffffb2"
184,3,0.003497,"#ffffb2"
185,4,0.004663,"#ffffb2"
186,4,0.004663,"#ffffb2"
187,15,0.017485,"#fed976"
188,40,0.046627,"#fed976"
189,502,0.585163,"#feb24c"
190,1626,1.89537,"#fd8d3c"
191,9022,10.516622,"#fc4e2a"
192,14509,16.912622,"#fc4e2a"
193,17235,20.090222,"#fc4e2a"
194,19394,22.606891,"#fc4e2a"
195,12212,14.235091,"#fc4e2a"
196,6897,8.039586,"#fd8d3c"
197,2991,3.486502,"#fd8d3c"
198,54,0.062946,"#fed976"
199,2,0.002331,"#ffffb2"
200,2,0.002331,"#ffffb2"
201,3,0.003497,"#ffffb2"
202,2,0.002331,"#ffffb2"
203,5,0.005828,"#ffffb2"
204,5,0.005828,"#ffffb2"
205,3,0.003497,"#ffffb2"
206,1,0.001166,"#ffffb2"
207,2,0.002331,"#ffffb2"
218,2,0.002331,"#ffffb2"
219,1,0.001166,"#ffffb2"
223,1,0.001166,"#ffffb2"
256,1,0.001166,"#ffffb2"
267,1,0.001166,"#ffffb2"
276,1,0.001166,"#ffffb2"
285,2,0.002331,"#ffffb2"
286,1,0.001166,"#ffffb2"
305,2,0.002331,"#ffffb2"
360,1,0.001166,"#ffffb2"
369,1,0.001166,"#ffffb2"
393,2,0.002331,"#ffffb2"
395,4,0.004663,"#ffffb2"
396,1,0.001166,"#ffffb2"
398,1,0.001166,"#ffffb2"
