"length","reads","rel","col"
25,1,0.000956,"#ffffb2"
28,1,0.000956,"#ffffb2"
29,1,0.000956,"#ffffb2"
30,1,0.000956,"#ffffb2"
32,2,0.001912,"#ffffb2"
33,2,0.001912,"#ffffb2"
34,37,0.035366,"#fed976"
35,61,0.058307,"#fed976"
36,70,0.066909,"#fed976"
37,96,0.091762,"#fed976"
38,84,0.080291,"#fed976"
39,40,0.038234,"#fed976"
40,23,0.021985,"#fed976"
49,45,0.043013,"#fed976"
50,94,0.08985,"#fed976"
51,110,0.105143,"#feb24c"
52,103,0.098452,"#fed976"
53,74,0.070733,"#fed976"
54,56,0.053528,"#fed976"
55,17,0.016249,"#fed976"
56,14,0.013382,"#fed976"
57,19,0.018161,"#fed976"
58,31,0.029631,"#fed976"
59,28,0.026764,"#fed976"
60,26,0.024852,"#fed976"
61,19,0.018161,"#fed976"
62,11,0.010514,"#fed976"
63,8,0.007647,"#ffffb2"
64,2,0.001912,"#ffffb2"
77,1,0.000956,"#ffffb2"
80,1,0.000956,"#ffffb2"
98,1,0.000956,"#ffffb2"
101,1,0.000956,"#ffffb2"
115,1,0.000956,"#ffffb2"
118,1,0.000956,"#ffffb2"
122,1,0.000956,"#ffffb2"
174,1,0.000956,"#ffffb2"
176,1,0.000956,"#ffffb2"
177,1,0.000956,"#ffffb2"
179,1,0.000956,"#ffffb2"
180,4,0.003823,"#ffffb2"
181,2,0.001912,"#ffffb2"
182,1,0.000956,"#ffffb2"
183,6,0.005735,"#ffffb2"
184,7,0.006691,"#ffffb2"
185,2,0.001912,"#ffffb2"
186,9,0.008603,"#ffffb2"
187,12,0.01147,"#fed976"
188,60,0.057351,"#fed976"
189,1014,0.969231,"#feb24c"
190,3216,3.074011,"#fd8d3c"
191,11674,11.158585,"#fc4e2a"
192,18323,17.514027,"#fc4e2a"
193,21422,20.476204,"#fc4e2a"
194,22555,21.559181,"#fc4e2a"
195,14342,13.708791,"#fc4e2a"
196,7441,7.112475,"#fd8d3c"
197,3381,3.231727,"#fd8d3c"
198,53,0.05066,"#fed976"
200,2,0.001912,"#ffffb2"
205,1,0.000956,"#ffffb2"
206,1,0.000956,"#ffffb2"
212,1,0.000956,"#ffffb2"
220,1,0.000956,"#ffffb2"
246,1,0.000956,"#ffffb2"
395,1,0.000956,"#ffffb2"
