"length","reads","rel","col"
28,1,0.00098,"#ffffb2"
33,1,0.00098,"#ffffb2"
34,4,0.00392,"#ffffb2"
35,5,0.0049,"#ffffb2"
36,15,0.014701,"#fed976"
37,8,0.007841,"#ffffb2"
38,10,0.009801,"#ffffb2"
39,3,0.00294,"#ffffb2"
40,3,0.00294,"#ffffb2"
50,4,0.00392,"#ffffb2"
51,1,0.00098,"#ffffb2"
57,1,0.00098,"#ffffb2"
62,1,0.00098,"#ffffb2"
69,2,0.00196,"#ffffb2"
71,1,0.00098,"#ffffb2"
76,1,0.00098,"#ffffb2"
90,1,0.00098,"#ffffb2"
93,2,0.00196,"#ffffb2"
115,1,0.00098,"#ffffb2"
120,1,0.00098,"#ffffb2"
125,1,0.00098,"#ffffb2"
127,1,0.00098,"#ffffb2"
143,1,0.00098,"#ffffb2"
145,1,0.00098,"#ffffb2"
147,1,0.00098,"#ffffb2"
179,2,0.00196,"#ffffb2"
180,2,0.00196,"#ffffb2"
181,3,0.00294,"#ffffb2"
182,2,0.00196,"#ffffb2"
183,6,0.005881,"#ffffb2"
184,4,0.00392,"#ffffb2"
185,10,0.009801,"#ffffb2"
186,10,0.009801,"#ffffb2"
187,11,0.010781,"#fed976"
188,26,0.025482,"#fed976"
189,233,0.22836,"#feb24c"
190,4028,3.947781,"#fd8d3c"
191,12408,12.160891,"#fc4e2a"
192,18475,18.107064,"#fc4e2a"
193,22634,22.183237,"#fc4e2a"
194,20985,20.567077,"#fc4e2a"
195,13392,13.125294,"#fc4e2a"
196,7265,7.120315,"#fd8d3c"
197,2417,2.368865,"#fd8d3c"
198,25,0.024502,"#fed976"
199,1,0.00098,"#ffffb2"
202,1,0.00098,"#ffffb2"
206,1,0.00098,"#ffffb2"
211,1,0.00098,"#ffffb2"
213,1,0.00098,"#ffffb2"
228,1,0.00098,"#ffffb2"
235,2,0.00196,"#ffffb2"
239,1,0.00098,"#ffffb2"
240,1,0.00098,"#ffffb2"
241,2,0.00196,"#ffffb2"
242,1,0.00098,"#ffffb2"
259,1,0.00098,"#ffffb2"
265,1,0.00098,"#ffffb2"
275,1,0.00098,"#ffffb2"
287,1,0.00098,"#ffffb2"
289,1,0.00098,"#ffffb2"
387,1,0.00098,"#ffffb2"
388,2,0.00196,"#ffffb2"
462,2,0.00196,"#ffffb2"
