"length","reads","rel","col"
17,1,0.000884,"#ffffb2"
26,1,0.000884,"#ffffb2"
28,1,0.000884,"#ffffb2"
33,2,0.001769,"#ffffb2"
34,8,0.007076,"#ffffb2"
35,10,0.008845,"#ffffb2"
36,15,0.013267,"#fed976"
37,19,0.016805,"#fed976"
38,17,0.015036,"#fed976"
39,5,0.004422,"#ffffb2"
40,3,0.002653,"#ffffb2"
49,15,0.013267,"#fed976"
50,49,0.043338,"#fed976"
51,46,0.040685,"#fed976"
52,49,0.043338,"#fed976"
53,36,0.03184,"#fed976"
54,13,0.011498,"#fed976"
55,8,0.007076,"#ffffb2"
57,8,0.007076,"#ffffb2"
58,14,0.012382,"#fed976"
59,23,0.020342,"#fed976"
60,24,0.021227,"#fed976"
61,12,0.010613,"#fed976"
62,10,0.008845,"#ffffb2"
63,6,0.005307,"#ffffb2"
64,2,0.001769,"#ffffb2"
75,1,0.000884,"#ffffb2"
77,1,0.000884,"#ffffb2"
81,1,0.000884,"#ffffb2"
84,1,0.000884,"#ffffb2"
90,1,0.000884,"#ffffb2"
91,2,0.001769,"#ffffb2"
94,1,0.000884,"#ffffb2"
96,1,0.000884,"#ffffb2"
117,1,0.000884,"#ffffb2"
124,1,0.000884,"#ffffb2"
178,1,0.000884,"#ffffb2"
179,1,0.000884,"#ffffb2"
180,3,0.002653,"#ffffb2"
181,5,0.004422,"#ffffb2"
182,3,0.002653,"#ffffb2"
183,1,0.000884,"#ffffb2"
184,7,0.006191,"#ffffb2"
185,6,0.005307,"#ffffb2"
186,8,0.007076,"#ffffb2"
187,16,0.014151,"#fed976"
188,27,0.02388,"#fed976"
189,327,0.289217,"#feb24c"
190,1946,1.721149,"#fd8d3c"
191,11713,10.359619,"#fc4e2a"
192,19063,16.860362,"#fc4e2a"
193,23658,20.924432,"#fc4e2a"
194,25785,22.805668,"#fc4e2a"
195,16748,14.812849,"#fc4e2a"
196,9216,8.151136,"#fd8d3c"
197,4033,3.567006,"#fd8d3c"
198,53,0.046876,"#fed976"
199,3,0.002653,"#ffffb2"
205,1,0.000884,"#ffffb2"
209,1,0.000884,"#ffffb2"
211,1,0.000884,"#ffffb2"
215,1,0.000884,"#ffffb2"
222,1,0.000884,"#ffffb2"
224,1,0.000884,"#ffffb2"
229,2,0.001769,"#ffffb2"
235,1,0.000884,"#ffffb2"
239,1,0.000884,"#ffffb2"
240,1,0.000884,"#ffffb2"
241,3,0.002653,"#ffffb2"
242,3,0.002653,"#ffffb2"
244,1,0.000884,"#ffffb2"
253,1,0.000884,"#ffffb2"
261,2,0.001769,"#ffffb2"
262,1,0.000884,"#ffffb2"
263,2,0.001769,"#ffffb2"
264,1,0.000884,"#ffffb2"
273,1,0.000884,"#ffffb2"
288,1,0.000884,"#ffffb2"
311,1,0.000884,"#ffffb2"
387,1,0.000884,"#ffffb2"
388,2,0.001769,"#ffffb2"
390,2,0.001769,"#ffffb2"
