"length","reads","rel","col"
13,1,0.001051,"#ffffb2"
14,1,0.001051,"#ffffb2"
25,1,0.001051,"#ffffb2"
26,1,0.001051,"#ffffb2"
27,1,0.001051,"#ffffb2"
28,2,0.002103,"#ffffb2"
29,1,0.001051,"#ffffb2"
30,1,0.001051,"#ffffb2"
31,3,0.003154,"#ffffb2"
32,3,0.003154,"#ffffb2"
33,10,0.010514,"#fed976"
34,61,0.064134,"#fed976"
35,97,0.101984,"#feb24c"
36,121,0.127217,"#feb24c"
37,141,0.148245,"#feb24c"
38,115,0.120909,"#feb24c"
39,73,0.076751,"#fed976"
40,39,0.041004,"#fed976"
41,5,0.005257,"#ffffb2"
42,1,0.001051,"#ffffb2"
49,7,0.00736,"#ffffb2"
50,5,0.005257,"#ffffb2"
51,10,0.010514,"#fed976"
52,13,0.013668,"#fed976"
53,10,0.010514,"#fed976"
54,4,0.004206,"#ffffb2"
55,3,0.003154,"#ffffb2"
56,19,0.019976,"#fed976"
57,54,0.056775,"#fed976"
58,57,0.059929,"#fed976"
59,87,0.09147,"#fed976"
60,84,0.088316,"#fed976"
61,68,0.071494,"#fed976"
62,33,0.034696,"#fed976"
63,19,0.019976,"#fed976"
64,1,0.001051,"#ffffb2"
69,1,0.001051,"#ffffb2"
94,1,0.001051,"#ffffb2"
96,1,0.001051,"#ffffb2"
99,2,0.002103,"#ffffb2"
131,1,0.001051,"#ffffb2"
153,1,0.001051,"#ffffb2"
177,2,0.002103,"#ffffb2"
178,1,0.001051,"#ffffb2"
180,1,0.001051,"#ffffb2"
181,4,0.004206,"#ffffb2"
182,3,0.003154,"#ffffb2"
183,2,0.002103,"#ffffb2"
184,3,0.003154,"#ffffb2"
185,8,0.008411,"#ffffb2"
186,13,0.013668,"#fed976"
187,24,0.025233,"#fed976"
188,42,0.044158,"#fed976"
189,222,0.233407,"#feb24c"
190,772,0.811666,"#feb24c"
191,8916,9.374113,"#fd8d3c"
192,15497,16.293251,"#fc4e2a"
193,19287,20.277985,"#fc4e2a"
194,22417,23.568808,"#fc4e2a"
195,14589,15.338597,"#fc4e2a"
196,8289,8.714897,"#fd8d3c"
197,3784,3.978426,"#fd8d3c"
198,61,0.064134,"#fed976"
199,3,0.003154,"#ffffb2"
200,2,0.002103,"#ffffb2"
208,1,0.001051,"#ffffb2"
210,1,0.001051,"#ffffb2"
217,1,0.001051,"#ffffb2"
237,2,0.002103,"#ffffb2"
239,3,0.003154,"#ffffb2"
240,1,0.001051,"#ffffb2"
242,1,0.001051,"#ffffb2"
282,1,0.001051,"#ffffb2"
340,1,0.001051,"#ffffb2"
