"length","reads","rel","col"
33,1,0.000964,"#ffffb2"
34,1,0.000964,"#ffffb2"
35,4,0.003854,"#ffffb2"
36,9,0.008672,"#ffffb2"
37,11,0.010599,"#fed976"
38,11,0.010599,"#fed976"
39,6,0.005781,"#ffffb2"
40,2,0.001927,"#ffffb2"
49,2,0.001927,"#ffffb2"
50,3,0.002891,"#ffffb2"
51,4,0.003854,"#ffffb2"
52,2,0.001927,"#ffffb2"
53,1,0.000964,"#ffffb2"
54,1,0.000964,"#ffffb2"
57,2,0.001927,"#ffffb2"
58,4,0.003854,"#ffffb2"
59,3,0.002891,"#ffffb2"
60,6,0.005781,"#ffffb2"
61,2,0.001927,"#ffffb2"
62,1,0.000964,"#ffffb2"
112,1,0.000964,"#ffffb2"
149,1,0.000964,"#ffffb2"
159,2,0.001927,"#ffffb2"
160,1,0.000964,"#ffffb2"
161,1,0.000964,"#ffffb2"
172,1,0.000964,"#ffffb2"
174,2,0.001927,"#ffffb2"
178,1,0.000964,"#ffffb2"
180,1,0.000964,"#ffffb2"
181,3,0.002891,"#ffffb2"
184,3,0.002891,"#ffffb2"
185,7,0.006745,"#ffffb2"
186,3,0.002891,"#ffffb2"
187,6,0.005781,"#ffffb2"
188,28,0.026979,"#fed976"
189,404,0.389263,"#feb24c"
190,1354,1.304608,"#fd8d3c"
191,10352,9.97437,"#fd8d3c"
192,17500,16.861619,"#fc4e2a"
193,21549,20.762916,"#fc4e2a"
194,24156,23.274815,"#fc4e2a"
195,15730,15.156187,"#fc4e2a"
196,8556,8.243886,"#fd8d3c"
197,3963,3.818434,"#fd8d3c"
198,79,0.076118,"#fed976"
199,2,0.001927,"#ffffb2"
201,2,0.001927,"#ffffb2"
218,1,0.000964,"#ffffb2"
327,1,0.000964,"#ffffb2"
