"length","reads","rel","col"
36,3,0.004948,"#ffffb2"
39,1,0.001649,"#ffffb2"
53,1,0.001649,"#ffffb2"
58,3,0.004948,"#ffffb2"
59,2,0.003299,"#ffffb2"
60,1,0.001649,"#ffffb2"
62,1,0.001649,"#ffffb2"
103,1,0.001649,"#ffffb2"
153,1,0.001649,"#ffffb2"
163,1,0.001649,"#ffffb2"
177,1,0.001649,"#ffffb2"
179,3,0.004948,"#ffffb2"
182,3,0.004948,"#ffffb2"
183,2,0.003299,"#ffffb2"
184,1,0.001649,"#ffffb2"
185,2,0.003299,"#ffffb2"
186,4,0.006597,"#ffffb2"
187,6,0.009896,"#ffffb2"
188,19,0.031338,"#fed976"
189,295,0.486558,"#feb24c"
190,865,1.426686,"#fd8d3c"
191,6075,10.019792,"#fc4e2a"
192,10278,16.952004,"#fc4e2a"
193,12411,20.470064,"#fc4e2a"
194,14096,23.249217,"#fc4e2a"
195,9170,15.124526,"#fc4e2a"
196,5089,8.393535,"#fd8d3c"
197,2266,3.737424,"#fd8d3c"
198,27,0.044532,"#fed976"
207,1,0.001649,"#ffffb2"
291,1,0.001649,"#ffffb2"
