"length","reads","rel","col"
24,1,0.000928,"#ffffb2"
34,1,0.000928,"#ffffb2"
35,3,0.002783,"#ffffb2"
36,3,0.002783,"#ffffb2"
37,7,0.006494,"#ffffb2"
38,2,0.001856,"#ffffb2"
40,1,0.000928,"#ffffb2"
54,2,0.001856,"#ffffb2"
56,1,0.000928,"#ffffb2"
57,3,0.002783,"#ffffb2"
58,2,0.001856,"#ffffb2"
59,6,0.005567,"#ffffb2"
60,3,0.002783,"#ffffb2"
61,5,0.004639,"#ffffb2"
62,3,0.002783,"#ffffb2"
63,2,0.001856,"#ffffb2"
66,1,0.000928,"#ffffb2"
71,1,0.000928,"#ffffb2"
85,1,0.000928,"#ffffb2"
95,1,0.000928,"#ffffb2"
97,1,0.000928,"#ffffb2"
127,1,0.000928,"#ffffb2"
138,1,0.000928,"#ffffb2"
166,1,0.000928,"#ffffb2"
169,1,0.000928,"#ffffb2"
178,1,0.000928,"#ffffb2"
179,1,0.000928,"#ffffb2"
180,1,0.000928,"#ffffb2"
182,4,0.003711,"#ffffb2"
183,3,0.002783,"#ffffb2"
184,6,0.005567,"#ffffb2"
185,7,0.006494,"#ffffb2"
186,3,0.002783,"#ffffb2"
187,18,0.0167,"#fed976"
188,46,0.042678,"#fed976"
189,364,0.337709,"#feb24c"
190,1900,1.762768,"#fd8d3c"
191,11249,10.436517,"#fc4e2a"
192,18381,17.053393,"#fc4e2a"
193,22211,20.606763,"#fc4e2a"
194,24775,22.985573,"#fc4e2a"
195,15983,14.828594,"#fc4e2a"
196,8821,8.183885,"#fd8d3c"
197,3881,3.600687,"#fd8d3c"
198,71,0.065872,"#fed976"
212,1,0.000928,"#ffffb2"
213,1,0.000928,"#ffffb2"
221,1,0.000928,"#ffffb2"
236,1,0.000928,"#ffffb2"
385,1,0.000928,"#ffffb2"
