"length","reads","rel","col"
26,1,0.000933,"#ffffb2"
27,1,0.000933,"#ffffb2"
28,2,0.001866,"#ffffb2"
29,1,0.000933,"#ffffb2"
30,1,0.000933,"#ffffb2"
32,1,0.000933,"#ffffb2"
33,13,0.012128,"#fed976"
34,60,0.055976,"#fed976"
35,136,0.126879,"#feb24c"
36,173,0.161397,"#feb24c"
37,217,0.202446,"#feb24c"
38,153,0.142739,"#feb24c"
39,88,0.082098,"#fed976"
40,47,0.043848,"#fed976"
41,3,0.002799,"#ffffb2"
48,1,0.000933,"#ffffb2"
49,75,0.06997,"#fed976"
50,135,0.125946,"#feb24c"
51,166,0.154867,"#feb24c"
52,199,0.185653,"#feb24c"
53,108,0.100757,"#feb24c"
54,65,0.060641,"#fed976"
55,33,0.030787,"#fed976"
56,9,0.008396,"#ffffb2"
57,30,0.027988,"#fed976"
58,56,0.052244,"#fed976"
59,83,0.077433,"#fed976"
60,81,0.075567,"#fed976"
61,74,0.069037,"#fed976"
62,36,0.033586,"#fed976"
63,15,0.013994,"#fed976"
64,3,0.002799,"#ffffb2"
86,1,0.000933,"#ffffb2"
87,1,0.000933,"#ffffb2"
157,1,0.000933,"#ffffb2"
172,15,0.013994,"#fed976"
173,25,0.023323,"#fed976"
174,30,0.027988,"#fed976"
175,36,0.033586,"#fed976"
176,18,0.016793,"#fed976"
177,16,0.014927,"#fed976"
178,10,0.009329,"#ffffb2"
179,1,0.000933,"#ffffb2"
180,3,0.002799,"#ffffb2"
182,3,0.002799,"#ffffb2"
183,4,0.003732,"#ffffb2"
184,3,0.002799,"#ffffb2"
185,5,0.004665,"#ffffb2"
186,14,0.013061,"#fed976"
187,14,0.013061,"#fed976"
188,27,0.025189,"#fed976"
189,110,0.102622,"#feb24c"
190,2449,2.284749,"#fd8d3c"
191,11551,10.776292,"#fc4e2a"
192,18336,17.106233,"#fc4e2a"
193,22774,21.246583,"#fc4e2a"
194,23369,21.801677,"#fc4e2a"
195,14860,13.863363,"#fc4e2a"
196,8035,7.496105,"#fd8d3c"
197,3358,3.132784,"#fd8d3c"
198,47,0.043848,"#fed976"
201,1,0.000933,"#ffffb2"
202,1,0.000933,"#ffffb2"
203,1,0.000933,"#ffffb2"
207,1,0.000933,"#ffffb2"
209,1,0.000933,"#ffffb2"
268,1,0.000933,"#ffffb2"
383,1,0.000933,"#ffffb2"
