"length","reads","rel","col"
16,1,0.00091,"#ffffb2"
25,1,0.00091,"#ffffb2"
26,2,0.001821,"#ffffb2"
33,5,0.004551,"#ffffb2"
34,25,0.022756,"#fed976"
35,39,0.0355,"#fed976"
36,46,0.041872,"#fed976"
37,59,0.053705,"#fed976"
38,41,0.037321,"#fed976"
39,24,0.021846,"#fed976"
40,8,0.007282,"#ffffb2"
53,2,0.001821,"#ffffb2"
54,1,0.00091,"#ffffb2"
55,1,0.00091,"#ffffb2"
56,15,0.013654,"#fed976"
57,48,0.043692,"#fed976"
58,75,0.068269,"#fed976"
59,105,0.095577,"#fed976"
60,118,0.10741,"#feb24c"
61,65,0.059167,"#fed976"
62,43,0.039141,"#fed976"
63,14,0.012744,"#fed976"
64,2,0.001821,"#ffffb2"
65,1,0.00091,"#ffffb2"
66,3,0.002731,"#ffffb2"
67,2,0.001821,"#ffffb2"
69,2,0.001821,"#ffffb2"
71,1,0.00091,"#ffffb2"
74,1,0.00091,"#ffffb2"
82,1,0.00091,"#ffffb2"
93,1,0.00091,"#ffffb2"
94,1,0.00091,"#ffffb2"
95,1,0.00091,"#ffffb2"
96,1,0.00091,"#ffffb2"
112,1,0.00091,"#ffffb2"
116,2,0.001821,"#ffffb2"
118,2,0.001821,"#ffffb2"
123,1,0.00091,"#ffffb2"
124,1,0.00091,"#ffffb2"
125,1,0.00091,"#ffffb2"
136,1,0.00091,"#ffffb2"
137,2,0.001821,"#ffffb2"
139,3,0.002731,"#ffffb2"
142,1,0.00091,"#ffffb2"
144,1,0.00091,"#ffffb2"
150,1,0.00091,"#ffffb2"
153,1,0.00091,"#ffffb2"
157,1,0.00091,"#ffffb2"
164,1,0.00091,"#ffffb2"
168,1,0.00091,"#ffffb2"
173,1,0.00091,"#ffffb2"
180,1,0.00091,"#ffffb2"
181,6,0.005462,"#ffffb2"
182,17,0.015474,"#fed976"
183,16,0.014564,"#fed976"
184,20,0.018205,"#fed976"
185,16,0.014564,"#fed976"
186,6,0.005462,"#ffffb2"
187,18,0.016385,"#fed976"
188,31,0.028218,"#fed976"
189,412,0.375026,"#feb24c"
190,1505,1.369938,"#fd8d3c"
191,11067,10.073822,"#fc4e2a"
192,18214,16.579434,"#fc4e2a"
193,22498,20.478978,"#fc4e2a"
194,25164,22.905725,"#fc4e2a"
195,16410,14.937329,"#fc4e2a"
196,9208,8.381653,"#fd8d3c"
197,4236,3.855852,"#fd8d3c"
198,126,0.114692,"#feb24c"
199,47,0.042782,"#fed976"
200,19,0.017295,"#fed976"
201,1,0.00091,"#ffffb2"
205,1,0.00091,"#ffffb2"
208,2,0.001821,"#ffffb2"
212,2,0.001821,"#ffffb2"
217,1,0.00091,"#ffffb2"
221,1,0.00091,"#ffffb2"
225,1,0.00091,"#ffffb2"
226,1,0.00091,"#ffffb2"
227,3,0.002731,"#ffffb2"
228,2,0.001821,"#ffffb2"
229,2,0.001821,"#ffffb2"
230,1,0.00091,"#ffffb2"
231,1,0.00091,"#ffffb2"
232,1,0.00091,"#ffffb2"
276,1,0.00091,"#ffffb2"
287,1,0.00091,"#ffffb2"
288,1,0.00091,"#ffffb2"
289,1,0.00091,"#ffffb2"
297,1,0.00091,"#ffffb2"
312,1,0.00091,"#ffffb2"
314,2,0.001821,"#ffffb2"
335,1,0.00091,"#ffffb2"
338,4,0.003641,"#ffffb2"
339,5,0.004551,"#ffffb2"
342,1,0.00091,"#ffffb2"
345,1,0.00091,"#ffffb2"
351,1,0.00091,"#ffffb2"
383,1,0.00091,"#ffffb2"
406,1,0.00091,"#ffffb2"
449,1,0.00091,"#ffffb2"
477,1,0.00091,"#ffffb2"
