"length","reads","rel","col"
14,2,0.001966,"#ffffb2"
15,1,0.000983,"#ffffb2"
17,3,0.002949,"#ffffb2"
18,2,0.001966,"#ffffb2"
19,1,0.000983,"#ffffb2"
26,6,0.005898,"#ffffb2"
27,1,0.000983,"#ffffb2"
29,2,0.001966,"#ffffb2"
30,4,0.003932,"#ffffb2"
31,8,0.007864,"#ffffb2"
32,5,0.004915,"#ffffb2"
33,35,0.034405,"#fed976"
34,244,0.239853,"#feb24c"
35,445,0.437437,"#feb24c"
36,672,0.660579,"#feb24c"
37,772,0.758879,"#feb24c"
38,577,0.567193,"#feb24c"
39,333,0.32734,"#feb24c"
40,175,0.172026,"#feb24c"
41,10,0.00983,"#ffffb2"
42,5,0.004915,"#ffffb2"
43,2,0.001966,"#ffffb2"
46,2,0.001966,"#ffffb2"
47,1,0.000983,"#ffffb2"
48,4,0.003932,"#ffffb2"
49,130,0.127791,"#feb24c"
50,258,0.253615,"#feb24c"
51,293,0.28802,"#feb24c"
52,331,0.325374,"#feb24c"
53,241,0.236904,"#feb24c"
54,157,0.154332,"#feb24c"
55,93,0.091419,"#fed976"
56,97,0.095351,"#fed976"
57,192,0.188737,"#feb24c"
58,266,0.261479,"#feb24c"
59,289,0.284088,"#feb24c"
60,325,0.319476,"#feb24c"
61,184,0.180873,"#feb24c"
62,144,0.141553,"#feb24c"
63,65,0.063895,"#fed976"
64,7,0.006881,"#ffffb2"
90,1,0.000983,"#ffffb2"
115,1,0.000983,"#ffffb2"
162,1,0.000983,"#ffffb2"
171,2,0.001966,"#ffffb2"
179,2,0.001966,"#ffffb2"
180,2,0.001966,"#ffffb2"
181,3,0.002949,"#ffffb2"
182,2,0.001966,"#ffffb2"
183,5,0.004915,"#ffffb2"
185,4,0.003932,"#ffffb2"
186,14,0.013762,"#fed976"
187,16,0.015728,"#fed976"
188,44,0.043252,"#fed976"
189,1243,1.221874,"#fd8d3c"
190,3759,3.695112,"#fd8d3c"
191,11454,11.259326,"#fc4e2a"
192,17142,16.850652,"#fc4e2a"
193,19662,19.327822,"#fc4e2a"
194,19929,19.590284,"#fc4e2a"
195,12521,12.308191,"#fc4e2a"
196,6683,6.569415,"#fd8d3c"
197,2775,2.727836,"#fd8d3c"
198,64,0.062912,"#fed976"
199,4,0.003932,"#ffffb2"
200,3,0.002949,"#ffffb2"
207,1,0.000983,"#ffffb2"
229,1,0.000983,"#ffffb2"
232,1,0.000983,"#ffffb2"
270,1,0.000983,"#ffffb2"
321,1,0.000983,"#ffffb2"
368,2,0.001966,"#ffffb2"
401,1,0.000983,"#ffffb2"
485,1,0.000983,"#ffffb2"
