"length","reads","rel","col"
17,2,0.001321,"#ffffb2"
18,1,0.000661,"#ffffb2"
21,1,0.000661,"#ffffb2"
23,1,0.000661,"#ffffb2"
24,1,0.000661,"#ffffb2"
25,1,0.000661,"#ffffb2"
26,3,0.001982,"#ffffb2"
27,4,0.002642,"#ffffb2"
28,8,0.005284,"#ffffb2"
29,2,0.001321,"#ffffb2"
30,5,0.003303,"#ffffb2"
31,3,0.001982,"#ffffb2"
32,6,0.003963,"#ffffb2"
33,41,0.027082,"#fed976"
34,285,0.188253,"#feb24c"
35,516,0.340837,"#feb24c"
36,734,0.484834,"#feb24c"
37,921,0.608354,"#feb24c"
38,689,0.45511,"#feb24c"
39,413,0.272802,"#feb24c"
40,253,0.167116,"#feb24c"
41,14,0.009248,"#ffffb2"
42,4,0.002642,"#ffffb2"
45,2,0.001321,"#ffffb2"
46,1,0.000661,"#ffffb2"
48,15,0.009908,"#ffffb2"
49,580,0.383111,"#feb24c"
50,1019,0.673087,"#feb24c"
51,1112,0.734517,"#feb24c"
52,1368,0.903614,"#feb24c"
53,901,0.595144,"#feb24c"
54,564,0.372543,"#feb24c"
55,370,0.244399,"#feb24c"
56,361,0.238454,"#feb24c"
57,687,0.453789,"#feb24c"
58,871,0.575328,"#feb24c"
59,1007,0.665161,"#feb24c"
60,908,0.599767,"#feb24c"
61,596,0.39368,"#feb24c"
62,344,0.227225,"#feb24c"
63,201,0.132768,"#feb24c"
64,136,0.089833,"#fed976"
65,115,0.075962,"#fed976"
66,104,0.068696,"#fed976"
67,71,0.046898,"#fed976"
68,77,0.050861,"#fed976"
69,192,0.126823,"#feb24c"
70,229,0.151263,"#feb24c"
71,296,0.195519,"#feb24c"
72,302,0.199482,"#feb24c"
73,190,0.125502,"#feb24c"
74,101,0.066714,"#fed976"
75,41,0.027082,"#fed976"
80,1,0.000661,"#ffffb2"
81,1,0.000661,"#ffffb2"
82,1,0.000661,"#ffffb2"
84,3,0.001982,"#ffffb2"
95,1,0.000661,"#ffffb2"
97,1,0.000661,"#ffffb2"
98,1,0.000661,"#ffffb2"
99,1,0.000661,"#ffffb2"
104,1,0.000661,"#ffffb2"
116,1,0.000661,"#ffffb2"
117,1,0.000661,"#ffffb2"
123,2,0.001321,"#ffffb2"
134,1,0.000661,"#ffffb2"
135,1,0.000661,"#ffffb2"
137,1,0.000661,"#ffffb2"
140,1,0.000661,"#ffffb2"
141,2,0.001321,"#ffffb2"
144,1,0.000661,"#ffffb2"
154,1,0.000661,"#ffffb2"
161,1,0.000661,"#ffffb2"
163,1,0.000661,"#ffffb2"
164,1,0.000661,"#ffffb2"
173,3,0.001982,"#ffffb2"
174,3,0.001982,"#ffffb2"
175,1,0.000661,"#ffffb2"
178,3,0.001982,"#ffffb2"
179,1,0.000661,"#ffffb2"
180,4,0.002642,"#ffffb2"
181,4,0.002642,"#ffffb2"
182,3,0.001982,"#ffffb2"
183,4,0.002642,"#ffffb2"
184,6,0.003963,"#ffffb2"
185,15,0.009908,"#ffffb2"
186,11,0.007266,"#ffffb2"
187,16,0.010569,"#fed976"
188,83,0.054825,"#fed976"
189,812,0.536356,"#feb24c"
190,3460,2.285458,"#fd8d3c"
191,14681,9.697342,"#fd8d3c"
192,23511,15.529883,"#fc4e2a"
193,28343,18.721597,"#fc4e2a"
194,29747,19.648991,"#fc4e2a"
195,19106,12.620218,"#fc4e2a"
196,10345,6.833254,"#fd8d3c"
197,4398,2.905041,"#fd8d3c"
198,90,0.059448,"#fed976"
199,5,0.003303,"#ffffb2"
200,1,0.000661,"#ffffb2"
201,1,0.000661,"#ffffb2"
203,1,0.000661,"#ffffb2"
226,1,0.000661,"#ffffb2"
227,1,0.000661,"#ffffb2"
228,1,0.000661,"#ffffb2"
231,2,0.001321,"#ffffb2"
232,1,0.000661,"#ffffb2"
234,1,0.000661,"#ffffb2"
252,1,0.000661,"#ffffb2"
260,1,0.000661,"#ffffb2"
273,1,0.000661,"#ffffb2"
299,2,0.001321,"#ffffb2"
312,1,0.000661,"#ffffb2"
316,2,0.001321,"#ffffb2"
322,1,0.000661,"#ffffb2"
323,2,0.001321,"#ffffb2"
325,1,0.000661,"#ffffb2"
386,1,0.000661,"#ffffb2"
400,2,0.001321,"#ffffb2"
421,1,0.000661,"#ffffb2"
445,1,0.000661,"#ffffb2"
454,1,0.000661,"#ffffb2"
455,1,0.000661,"#ffffb2"
456,4,0.002642,"#ffffb2"
457,2,0.001321,"#ffffb2"
458,5,0.003303,"#ffffb2"
463,1,0.000661,"#ffffb2"
465,1,0.000661,"#ffffb2"
