"length","reads","rel","col"
34,1,0.000808,"#ffffb2"
36,1,0.000808,"#ffffb2"
37,1,0.000808,"#ffffb2"
39,2,0.001616,"#ffffb2"
49,1,0.000808,"#ffffb2"
50,1,0.000808,"#ffffb2"
51,1,0.000808,"#ffffb2"
52,2,0.001616,"#ffffb2"
56,1,0.000808,"#ffffb2"
57,4,0.003233,"#ffffb2"
58,4,0.003233,"#ffffb2"
59,5,0.004041,"#ffffb2"
60,3,0.002425,"#ffffb2"
61,4,0.003233,"#ffffb2"
62,2,0.001616,"#ffffb2"
64,1,0.000808,"#ffffb2"
93,1,0.000808,"#ffffb2"
109,1,0.000808,"#ffffb2"
131,1,0.000808,"#ffffb2"
149,1,0.000808,"#ffffb2"
150,2,0.001616,"#ffffb2"
160,1,0.000808,"#ffffb2"
171,1,0.000808,"#ffffb2"
175,1,0.000808,"#ffffb2"
176,2,0.001616,"#ffffb2"
178,2,0.001616,"#ffffb2"
179,1,0.000808,"#ffffb2"
181,3,0.002425,"#ffffb2"
182,2,0.001616,"#ffffb2"
183,5,0.004041,"#ffffb2"
184,7,0.005658,"#ffffb2"
185,7,0.005658,"#ffffb2"
186,16,0.012932,"#fed976"
187,19,0.015356,"#fed976"
188,41,0.033137,"#fed976"
189,350,0.282879,"#feb24c"
190,1301,1.0515,"#fd8d3c"
191,12045,9.735064,"#fd8d3c"
192,20915,16.904015,"#fc4e2a"
193,25761,20.820671,"#fc4e2a"
194,28815,23.288989,"#fc4e2a"
195,18930,15.29969,"#fc4e2a"
196,10454,8.449179,"#fd8d3c"
197,4934,3.98778,"#fd8d3c"
198,67,0.054151,"#fed976"
199,2,0.001616,"#ffffb2"
202,1,0.000808,"#ffffb2"
205,1,0.000808,"#ffffb2"
212,1,0.000808,"#ffffb2"
236,1,0.000808,"#ffffb2"
443,1,0.000808,"#ffffb2"
455,1,0.000808,"#ffffb2"
