"length","reads","rel","col"
27,1,0.001237,"#ffffb2"
33,1,0.001237,"#ffffb2"
34,12,0.014844,"#fed976"
35,26,0.032162,"#fed976"
36,22,0.027214,"#fed976"
37,36,0.044532,"#fed976"
38,20,0.02474,"#fed976"
39,11,0.013607,"#fed976"
40,11,0.013607,"#fed976"
51,1,0.001237,"#ffffb2"
52,1,0.001237,"#ffffb2"
54,2,0.002474,"#ffffb2"
56,3,0.003711,"#ffffb2"
57,16,0.019792,"#fed976"
58,46,0.056902,"#fed976"
59,41,0.050717,"#fed976"
60,48,0.059376,"#fed976"
61,45,0.055665,"#fed976"
62,29,0.035873,"#fed976"
63,19,0.023503,"#fed976"
64,3,0.003711,"#ffffb2"
83,1,0.001237,"#ffffb2"
168,1,0.001237,"#ffffb2"
169,1,0.001237,"#ffffb2"
171,2,0.002474,"#ffffb2"
173,1,0.001237,"#ffffb2"
174,1,0.001237,"#ffffb2"
176,1,0.001237,"#ffffb2"
178,1,0.001237,"#ffffb2"
179,1,0.001237,"#ffffb2"
181,1,0.001237,"#ffffb2"
182,1,0.001237,"#ffffb2"
183,4,0.004948,"#ffffb2"
184,5,0.006185,"#ffffb2"
185,3,0.003711,"#ffffb2"
186,5,0.006185,"#ffffb2"
187,11,0.013607,"#fed976"
188,38,0.047006,"#fed976"
189,905,1.119481,"#fd8d3c"
190,2427,3.002189,"#fd8d3c"
191,9140,11.306144,"#fc4e2a"
192,14218,17.58761,"#fc4e2a"
193,16689,20.644228,"#fc4e2a"
194,17434,21.56579,"#fc4e2a"
195,11150,13.792506,"#fc4e2a"
196,5825,7.205502,"#fd8d3c"
197,2506,3.099912,"#fd8d3c"
198,66,0.081642,"#fed976"
205,1,0.001237,"#ffffb2"
213,1,0.001237,"#ffffb2"
224,1,0.001237,"#ffffb2"
231,1,0.001237,"#ffffb2"
234,2,0.002474,"#ffffb2"
239,1,0.001237,"#ffffb2"
303,1,0.001237,"#ffffb2"
330,1,0.001237,"#ffffb2"
