"length","reads","rel","col"
17,1,0.00138,"#ffffb2"
33,3,0.00414,"#ffffb2"
34,7,0.009659,"#ffffb2"
35,19,0.026218,"#fed976"
36,25,0.034498,"#fed976"
37,30,0.041398,"#fed976"
38,25,0.034498,"#fed976"
39,13,0.017939,"#fed976"
40,7,0.009659,"#ffffb2"
49,11,0.015179,"#fed976"
50,17,0.023459,"#fed976"
51,26,0.035878,"#fed976"
52,37,0.051057,"#fed976"
53,17,0.023459,"#fed976"
54,10,0.013799,"#fed976"
55,8,0.011039,"#fed976"
56,2,0.00276,"#ffffb2"
57,9,0.012419,"#fed976"
58,20,0.027598,"#fed976"
59,28,0.038638,"#fed976"
60,27,0.037258,"#fed976"
61,21,0.028978,"#fed976"
62,14,0.019319,"#fed976"
63,6,0.00828,"#ffffb2"
64,3,0.00414,"#ffffb2"
65,4,0.00552,"#ffffb2"
66,6,0.00828,"#ffffb2"
67,2,0.00276,"#ffffb2"
68,2,0.00276,"#ffffb2"
69,4,0.00552,"#ffffb2"
70,5,0.0069,"#ffffb2"
71,2,0.00276,"#ffffb2"
72,1,0.00138,"#ffffb2"
113,1,0.00138,"#ffffb2"
114,1,0.00138,"#ffffb2"
115,1,0.00138,"#ffffb2"
116,1,0.00138,"#ffffb2"
128,1,0.00138,"#ffffb2"
171,2,0.00276,"#ffffb2"
176,2,0.00276,"#ffffb2"
178,2,0.00276,"#ffffb2"
179,2,0.00276,"#ffffb2"
180,2,0.00276,"#ffffb2"
181,4,0.00552,"#ffffb2"
182,1,0.00138,"#ffffb2"
183,3,0.00414,"#ffffb2"
184,2,0.00276,"#ffffb2"
185,10,0.013799,"#fed976"
186,4,0.00552,"#ffffb2"
187,3,0.00414,"#ffffb2"
188,10,0.013799,"#fed976"
189,80,0.110394,"#feb24c"
190,391,0.539548,"#feb24c"
191,6634,9.154385,"#fd8d3c"
192,12015,16.579732,"#fc4e2a"
193,14804,20.428327,"#fc4e2a"
194,17390,23.996799,"#fc4e2a"
195,11346,15.656566,"#fc4e2a"
196,6383,8.808026,"#fd8d3c"
197,2919,4.027985,"#fd8d3c"
198,39,0.053817,"#fed976"
199,1,0.00138,"#ffffb2"
218,1,0.00138,"#ffffb2"
424,1,0.00138,"#ffffb2"
